iter,is_decode,batch_size,num_tokens,max_seq_len
1245,True,5,5,37778
1246,True,5,5,37779
1247,True,5,5,37780
1248,True,5,5,37781
1249,True,5,5,37782
1250,True,5,5,37783
1251,True,5,5,37784
1252,True,5,5,37785
1253,True,5,5,37786
1254,True,5,5,37787
1255,True,5,5,37788
1256,True,5,5,37789
1257,True,5,5,37790
1258,True,5,5,37791
1259,True,5,5,37792
1260,True,5,5,37793
1261,True,5,5,37794
1262,True,5,5,37795
1263,True,5,5,37796
1264,True,5,5,37797
1265,True,5,5,37798
1266,True,5,5,37799
1267,True,5,5,37800
1268,True,5,5,37801
1269,True,5,5,37802
1270,True,5,5,37803
1271,True,5,5,37804
1272,True,5,5,37805
1273,True,5,5,37806
1274,True,5,5,37807
1275,True,5,5,37808
1276,True,5,5,37809
1277,True,5,5,37810
1278,True,5,5,37811
1279,True,5,5,37812
